Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
One Stone Scenery,,"Mr.  Sartaj  Aziz,
Advisor  to  the  Prime
Minister  on  Foreign
Affairs",,11/18/2015,10000,0,Yes,Yes
One Tea Set (six pcs),Crockery,"Mr.  Sartaj  Aziz,
Advisor  to  the  Prime
Minister  on  Foreign
Affairs",PMLN,11/18/2015,8000,0,Yes,Yes
One painting,,"Mr.  Sartaj  Aziz,
Advisor  to  PM  on
Foreign Affairs",,11/20/2015,20000,2000,Yes,Yes
"One  Frame  (Glance
at  the  history  of
Shanghai)",,"Mian  Raza  Rabbani,
Chairman Senate",,11/23/2015,5000,0,Yes,Yes
"One  ladies  (silk)
Suite  (Fine  product
of Dujinsheng).",,"Mian  Raza  Rabbani,
Chairman Senate",,11/23/2015,3000,0,Yes,Yes
"Model  of  Aircraft
(COMAC-C919)",,"Mian  Raza  Rabbani,
Chairman Senate",,11/23/2015,0,0,Yes,Yes
"Model  of  Railway
(CHR-380A), Hexie.",,"Mian  Raza  Rabbani,
Chairman Senate",,11/23/2015,0,0,Yes,Yes
"One  Stamp  Album
Silk Brocade",,"Mian  Raza  Rabbani,
Chairman Senate",,11/23/2015,3000,0,Yes,Yes
"One  motor  model
(950 Roewe).",,"Mian  Raza  Rabbani,
Chairman Senate",,11/23/2015,0,0,Yes,Yes
One Hot bowl,,"Mian  Raza  Rabbani,
Chairman Senate",,11/23/2015,3500,0,Yes,Yes
"(a)One Painting.
(b)One Vase.
(c)3  Books  (Pictorial",Decoration Pieces,"Mr. Mamnoon
Hussain,  President  of
Pakistan",PMLN,11/25/2015,38000,5600,Yes,Yes
"Mobile  Phone
(Huawei Mate 7)
Ladies Purse.",Phone,"Mr.  Mamnoon
Hussain,  President  of
Pakistan",PMLN,11/25/2015,48000,7600,Yes,Yes
One Tea Set.,Crockery,"Mr.  Mamnoon
Hussain,  President  of
Pakistan",PMLN,11/25/2015,18000,1600,Yes,Yes
One Pictorial Frame.,Decoration Pieces,"Mr.  Mamnoon
Hussain,  President  of
Pakistan",PMLN,11/25/2015,10000,0,Yes,Yes
"Box  containing  piece
of cloth",Decoration Pieces,"Mr.  Mamnoon
Hussain,  President  of
Pakistan",PMLN,11/25/2015,10000,0,Yes,Yes
"Frame  depicting
cultural art.",Decoration Pieces,"Mr.  Mamnoon
Hussain  President  of
Pakistan",PMLN,11/25/2015,22000,2400,Yes,Yes
One Carpet,Carpet,"Mr. Muhammad Ishaq
Dar, Finance Minister",,11/25/2015,30000,4000,Yes,Yes
"One  Flower  Vase
(wooden)",Decoration Pieces,"Ms.  Shaista  Pervaiz
Malik, MNA/Secy WPC",,12/9/2015,1500,0,"Gift deposited
in Toshakhana","Gift deposited
in Toshakhana"
"One  Flower
Vase/frame box",Decoration Pieces,"Mr. Tasawar Khan, CP",,12/11/2015,6000,0,Yes,Yes
"One  Handmade
Glassware",,"Mr.  Sartaj  Aziz,
Advisor  to  the  Prime
Minister",,12/14/2015,30000,0,"Gift deposited
in Toshakhana","Gift deposited
in Toshakhana"
Pair of Stud,,"Mr.  Sartaj  Aziz,
Advisor  to  the  Prime
Minister",,12/14/2015,7500,0,Yes,Yes
Cutlery Set (6 pcs),,"Mr.  Sartaj  Aziz,
Advisor  to  the  Prime
Minister",,12/14/2015,5000,0,Yes,Yes
One Jewelry Box,,"Mr.  Sartaj  Aziz,
Advisor  to  the  Prime
Minister",,12/14/2015,3000,0,Yes,Yes
One Flower Vase,Decoration Pieces,Mohammad  Nafees,,12/15/2015,3000,0,Yes,Yes
"One  Painting  (duly
framed)",,"Mr. Muhammad
Nawaz  Sharif,  Prime
Minister of Pakistan",PMLN,12/16/2015,40000,6000,Yes,Yes
One Box Lapis lazuli,,"Deputy  Chief  of
Protocol,  Foreign
Affairs",Military,12/21/2015,6000,0,Yes,Yes
One Box Lapis lazuli,,"Protocol  Officer,
Foreign Affairs",,12/21/2015,6000,0,Yes,Yes
"One  Wooden
(Jewellery box)",,"SAPM  on  Foreign
Affairs",,12/21/2015,3000,0,Yes,Yes
"(a)  One  W/Watch
Patek  Phillippe
AU750 (Replica)
(b)One Prayer Mate",Watch,"Maj.  Gen.  Ali  Abbas
Haider  HI(M),  S  Bt
DGMT  and  Offrs  ex
MT Dte",Military,12/21/2015,27000,0,Auctioned,"Auctioned
(a) for
Rs.15,200/-
(b) for
Rs.3,100/-"
One Shield with Box,,"Maj.  Gen.  Ali  Abbas
Haider  HI(M),  S  Bt
DGMT  and  Offrs  ex
MT Dte",Military,12/21/2015,0,0,"Displayed at
Army Museum","Displayed at
Army Museum"
"(a)One prayer Mate
(b)One  Wrist  Watch
Mont Blanc 7203-PL",Watch,"Brig.  M.
Iqbal,DMT,SBT",Military,12/21/2015,22000,0,Auctioned,"All Gifts
Auctioned for
(a)Rs.3,200/-
(b)Rs.14,000/-"
Three prayer Mate,,Pak Army Official,,12/21/2015,6000,0,Auctioned,"Auctioned
(a) for
Rs.3,300/-
(b) for
Rs.3,350/-
(c) for
Rs.3,400/-"
One Flower Vase,Decoration Pieces,"Mr.  Muhammad
Nawaz  Sharif,  Prime",PMLN,12/21/2015,7000,0,Yes,Yes
"Wall  Hanging
(Chinese Painting)",,"Begum  Prime
Minister,  wife  of Mr.
Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,12/21/2015,25000,0,Yes,Yes
One Painting,,"Prof.  Dr.  Javed
Ashraf, Vice
Chancellor,  Quaid-e-
Azam University",,12/21/2015,20000,2000,Yes,Yes
"One  Flower  Vase
(small) ceramic",Decoration Pieces,"Leader  of  the  House,
Senate",,12/28/2015,2000,0,No,No
"One  Small  Boat
Wooden  i.e.
(signature  wooden
handicraft)",,"SAPM  on  Foreign
Affairs",,12/29/2015,1500,0,Auctioned,"Auctioned for
Rs.2,500/-"
Two bowls,,"Assistant  Director
(GR-I),  Foreign
Affairs",,12/29/2015,4000,0,Yes,Yes
One Iron Candle Stand,,SAPM on Foreign Affairs,,1/8/2016,3500,0,Yes,Yes
"One  Oriental  Astrolabe
(Brass made)",,"Mr. Sartaj Aziz, Advisor
to the Prime Minister",,1/11/2016,0,0,Yes,Yes
"Decoration  clay  plate
with Stand",Decoration Pieces,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister",,1/11/2016,5000,0,Yes,Yes
"One  Wrist  Watch
(Bvlgari)  (Ref
BGOW41D2GD2LTB
gold)",Watch,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister",,1/12/2016,3500000,0,Auctioned,"Auctioned for
Rs.2,703,500/-"
"(a)One Ring.
(b)Pair of Stud.
(c)One Pen.
(d)One Tasbih",Jewellery/Accessories,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister",,1/12/2016,316664,0,Auctioned,"Auctioned
(a) for
Rs.107,500/-
(b) for
Rs.71,000/-
(c) for
Rs.36,000/-
(d) for
Rs.33,000/-"
"One  Jewelery
consisting:-
One Ring,
One Bracelet,
Pair of ear Ring
& One Necklace.",,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister",,1/12/2016,10298000,0,Auctioned,"Auctioned for
Rs.9,075,500/-"
"(a)One  W/  Watch
(Christopher Claret)
(b)One Pen.
(c)One Ring.
(d)Pair of Cufflinks.
(e)One Tasbih.",Watch,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,1/13/2016,38117859,7621572,Yes,Yes
"(a)One Bracelet.
(b)One  Necklace  &  Ear
Ring.",,"Begum  Prime  Minister
of Pakistan, Wife of Mr.
Muhammad  Nawaz
Sharif",PMLN,1/13/2016,54325000,10863000,Yes,Yes
One Marble Bowl.,,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,1/28/2016,10000,0,Yes,Yes
"One  W/Watch  (Bvlgari)
Gents  Automatic Ref
No.3483661 = L0166",Watch,"Mr.  Fawad  Hasan
Fawad, Secretary to the
Prime Minister",Bureaucracy,1/28/2016,1850000,0,Auctioned,"Auctioned for
Rs.1,850,500/-"
"(a)One Ring.
(b)One Pen.
(c)One Tasbih.
(d)Pair of Stud.",Jewellery/Accessories,"Mr.  Fawad  Hasan
Fawad, Secretary to the
Prime Minister",Bureaucracy,1/28/2016,143040,26608,Yes,Yes
One Flower Vase,Decoration Pieces,"Mr.  Aamer  Ahmed
Atozai,  Director  (NBBS)
M/o FA",,2/4/2016,1000,0,Yes,Yes
"One  Tea  Set  containing
four  cups  with  saucers,
one tea pot",Crockery,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister",,2/8/2016,8500,0,Yes,Yes
One Traditional Mat,,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister",,2/8/2016,1500,0,Yes,Yes
One Mat,,SAPM on Foreign Affairs,,2/8/2016,1500,0,Yes,Yes
One Wooden Vase,Decoration Pieces,"Deputy  Chief  of
Protocol  (V-I),  M/o
Foreign Affairs",Military,2/8/2016,1000,0,Yes,Yes
"One (Light Bluish Green
Glazed Celadon) Bowl",,"Mir  Hazar  Khan  Khoso,
Former Caretaker Prime
Minister",,2/9/2016,9500,0,Yes,Yes
"One  Model  of
Traditional  boat
(Wooden) (small)",,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,2/12/2016,9500,0,Gift retained,Gift retained
"(a)One  W/Watch  (Dela
Cour)
(b))One Pen.
(c))One  Ring  (Gold  &
diamond)
(d)Pair  of Cufflink  (Gold
& diamond).",Watch,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,2/13/2016,16250000,3288000,Yes,Yes
"One  Decoration  Piece
(silver)",Decoration Pieces,"Ms.  Kalsoom  Nawaz,
Begum  Prime  Minister
of Pakistan.",,2/13/2016,200000,38000,Yes,Yes
"One  Rolex  W/Watch
Oyster  Perpetual-GMT
Master II",Watch,"Mr.  Shahid  Khaqan
Abbasi, Federal Minister
for Petroleum & Natural
Resources",,2/15/2016,750000,148000,Yes,Yes
"One  W/Watch  Rolex
Black  Index
W5UM02636",Watch,"Mr.  Ishaq Dar,  Finance
Minister",,2/16/2016,750000,148000,Yes,Yes
"One  W/Watch  (Ebel)
Model  No.1911BTR
Automatic Swiss Made",Watch,"Mr. Adeel Ahmed Khan,
Director  M/o  Foreign
Affairs",,2/17/2016,230000,44000,Yes,Yes
"One  Model
(Masjid/Mosque)",,"Mr. Muhammad  Nawaz
Sharif, Prime Minister",PMLN,2/18/2016,15000,1000,Yes,Yes
"(a)One Necklace (Gold).
(b)One Ring (Gold)",,"Begum  Prime  Minster,
Wife  of  Mr. Muhammad
Nawaz Sharif",PMLN,2/18/2016,584600,114920,Yes,Yes
"One  Wrist  watch
(Bvlgari)  (No.  RTC49
GL1444)  18kt  gold
approx",Watch,"Brig. Akmal Aziz, MS to
the Prime Minister",Military,2/25/2016,1550000,0,No,No
"(a)One Tasbih.
(b)One Pen.
(c)One Ring.
(d)One Pair of Stud.",Jewellery/Accessories,"Brig. Akmal Aziz, MS to
the Prime Minister",Military,2/25/2016,159000,29800,Yes,Yes
"(a)One  W/Watch
(GRISOGONO)
(No.1011017)
(b)One Tasbih.
(c)One pen.
(d)One Ring.
(e)Pair of Stud.",Watch,"Mr.  Mohyuddin  Wani,
Press  Secretary  to  the
Prime Minister",Bureaucracy,2/25/2016,241750,46350,Yes,Yes
"One  Wrist  watch
(MOUAWAD)",Watch,"SP.  M.  Zeshan  Raza,
CSO  to  the  Prime",Police,2/25/2016,85000,15000,Yes,Yes
"One  Wrist  watch
(MOUAWAD)
(21613100) White Dial",Watch,"Cdr.  Imran  Javed,  ADC
to the Prime Minister",Military,2/25/2016,85000,15000,Yes,Yes
"(a)One  W/watch
(corum)  (No.b
059/250).
(b)One Tasbih.
(c)One pen.
(d)One Ring.
(e)Pair of Stud.",Watch,"SP.  M.  Faisal,  Security
Officer,  Prime  Minister
Office",Police,2/25/2016,262700,50540,Yes,Yes
"One  Wrist  watch
(MOUAWAD)
(21613100) Black Dial",Watch,"Mr.  Imran  Ali,  Protocol
Assistant",,2/25/2016,85000,15000,Yes,Yes
"One  Wrist  watch
(Bvlgari) (L335057)",Watch,"Mr.  Naseer  Ahmed
Javed, Gunman",Police,2/25/2016,110000,20000,Yes,Yes
"One  Wrist  watch
(Bvlgari) (L34331)",Watch,"Mr.  Sakhwat  Ali,
Gunman",Police,2/25/2016,110000,20000,Yes,Yes
"One  w/watch  (concord
No.021141058)  with
pen and pair of studs",Watch,"Brig. Akmal Aziz, MS to
the Prime Minister",Military,2/25/2016,90000,16000,Yes,Yes
"One  w/watch  (concord
No.1394596)  with  pen
and pair of studs",Watch,"Barrister Nabeel Ahmed
Awan, PSO to the Prime
Minister",Judiciary,2/25/2016,90000,16000,Yes,Yes
"One  w/watch  (concord
No.1394195)  with  pen
and pair of studs",Watch,"SP.  M.  Zeshan  Raza,
CSO  to  the  Prime
Minister",Police,2/25/2016,90000,16000,Yes,Yes
"One  w/watch  (Davidoff)
(20375/028)",Watch,"Cdr.  Imran  Javed,  ADC
(N)  to  the  Prime
Minister",Military,2/25/2016,40000,6000,Yes,Yes
"One  w/watch  (concord
No.1394208)  with  pen
and pair of studs",Watch,"Mr.  M.  Hanif  Khan,
Protocol  Officer  Prime
Minister Office",,2/25/2016,90000,16000,Yes,Yes
"One  w/watch  (Davidoff)
(DAV 20375/029)",Watch,"SP.  Rana  Shoaib
Mehmood,  Security
Officer,  Prime  Minister
Office",Police,2/25/2016,40000,6000,Yes,Yes
"One  w/watch  (Davidoff)
(DAV 20337/015)",Watch,"Mr.  Shahzad  Hussain,
Protocol Assistant",,2/25/2016,40000,6000,Yes,Yes
"One  w/watch  (Davidoff)
(DAV 20375/039)",Watch,"Mr.  Abdul  Shakoor,
Gunman",Police,2/25/2016,40000,6000,Yes,Yes
"One  w/watch  (Davidoff)
(DAV 20337/036)",Watch,"Mr.  Zahid  Munir,
Gunman",Police,2/25/2016,40000,6000,Yes,Yes
"One  w/watch  (Davidoff)
(DAV 20375/040)",Watch,"Mr.  Yameen Khan,
Gunman",Police,2/25/2016,40000,6000,Yes,Yes
"A  box  containing  one
w/watch  (Saint  Honore
890031-71-E11),  one
pen & pair of Cufflinks",Watch,"Mr.  M.  Zaheer,
Cameraman, APP",Media,3/1/2016,50000,8000,Yes,Yes
"A  box  containing  one
w/watch  (Saint  Honore
89001311-F13),  one
pen & pair of Cufflinks",Watch,"Mr.  M.  Hanif,
Photographer, PID",Media,3/1/2016,50000,8000,Yes,Yes
"One  w/watch
(Faconnable)  leather
strap  FGPT  001431
(used)",Watch,"Mr.  Tasawar  Khan,
Chief  of  Protocol,  M/o
Foreign Affairs",Military,3/3/2016,25000,3000,Yes,Yes
One Carpet (small),Carpet,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,3/7/2016,9500,0,Yes,Yes
"One w/watch (Raymond
Weil  Geneve)  (5588-
X01226464)",Watch,"Maj.  Gen.  Ali  Abbas
Haider,  HI  (M)  SBt
DGMT ex MT Dte.",Military,3/7/2016,70000,12000,Yes,Yes
"One  W/Watch  (Mont
Blanc)  (Model  113849)
(Swiss)
(S.No.OLND3CWY3)",Watch,"Lt.  Gen.  Khalid Asghar
HI (M), E-in-C",Military,3/7/2016,110000,20000,Yes,Yes
"One  W/Watch  (Mont
Blanc)  (Model  113849)
(Swiss)
(S.No.OLMD3DT70)",Watch,"Maj. Gen. Syed Shafqat
Asghar, DGWE",Military,3/7/2016,110000,20000,Yes,Yes
"One  W/Watch  (Mont
Blanc)  (Model  113849)
(Swiss)
(S.No.OLND3C7Y3)",Watch,"Maj.  Gen.  Akhtar  Jamil
Rao, HI (M), DG Engrs.",Military,3/7/2016,110000,20000,Yes,Yes
"One  W/Watch  (Mont
Blanc)  (Model  113849)
(Swiss)
(S.No.OLMD3F443)",Watch,"Maj.  Gen.  Rehan  Abdul
Baqi, DGITD",Military,3/7/2016,110000,20000,Yes,Yes
"One  W/Watch  (Mont
Blanc)  (Model  113849)
(Swiss)
(S.No.OLND3CVL3)
(without Box)",Watch,"Maj.  Gen.  Muhammad
Ajmal  Iqbal,  HIM,
Comdt MCE",Military,3/7/2016,110000,0,Auctioned,"Auctioned for
Rs.121,000/-"
"One  Bowl  decoration
piece",Decoration Pieces,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister",,3/7/2016,10000,0,Yes,Yes
One W/Watch (Ebel),Watch,"Mr.  Arshad  Mirza,
Secretary,  Petroleum  &
NR",Bureaucracy,3/15/2016,230000,44000,Yes,Yes
"One  w/watch  (Saint
Honore)  with  Cufflinks
and ball pen.",Watch,"Mr.  Haroon  Elahi  Toor,
Reporter",,3/17/2016,50000,8000,Yes,Yes
"One  w/watch  (Saint
Honore)  with  Cufflinks
and ball pen.",Watch,"Mr.  M.  Afzal  Tanvir,
Engineer,  Prime
Minister  Media  Team
(PTV)",Media,3/17/2016,50000,8000,Yes,Yes
"One  w/watch  (Saint
Honore)  with  Cufflinks
and ball pen.",Watch,"Mr.  Imran  Hussain,
Cameraman  Prime
Minister Media Team",Media,3/17/2016,50000,8000,Yes,Yes
"One  W/Watch  (Bvlgari)
(L34206)",Watch,"Mr.  M.  Afzal  Tanvir,
Engineer, PTV",Media,3/17/2016,110000,20000,Yes,Yes
"One  W/Watch  (Bvlgari)
(L34280)",Watch,"Syed  Safdar  Ali,
Cameraman, Prime
Minister Media Team",Media,3/17/2016,110000,20000,Yes,Yes
"One  W/Watch  (Bvlgari)
Model  BB  40  CL
(L34636)",Watch,"Mr.  M.  Umair,  Protocol
Assistant  M/o  Foreign
Affairs",,3/18/2016,110000,20000,Yes,Yes
"One  Carpet
(Turkmenistan)",Carpet,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,3/18/2016,38000,5600,Yes,Yes
"(a)One Jewelry Set
(b)One Hand Bag
(c)One Shawl",,"Begum  PM,  Wife  of  Mr.
Muhammad  Nawaz
Sharif, Kalsoom Nawaz",PMLN,3/18/2016,188000,16800,Yes,Yes
"One  W/Watch  (Bvlgari)
(L34238  /  BB40CL  /
100146123)",Watch,"Mr.  Asad  Yar  Khan,
Reporter,  Prime
Minister Media Team",Media,3/22/2016,110000,20000,Yes,Yes
"(a)One Quran Majeed.
(b)One Sword (Golden).
(c)One Tasbih.
(d)One Pen (Gold)
(e)One  Table  Clock
(Metthew Norman)
(f)Oud (Wooden).
(g)One w/watch (Bovet)
(h)Pair of cufflinks.
(i)One pen.
(j)One ring.",Watch,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,3/22/2016,6730920,671092,Yes,Yes
"A  box  containing  one
w/watch  (Concord
0320159),  one  pen  &
pair of Cufflinks",Watch,"Mr.  Abid  Ullah  Jan,  PM
Office",,3/23/2016,90000,16000,Yes,Yes
"One w/watch (Mouawad
- 21613100)",Watch,"Mr.  Abid  Ullah  Jan,  PM
Office",,3/23/2016,85000,15000,Yes,Yes
"One  W/Watch  (Officine
Paneria)  (leather  Strap)",Watch,"Shaikh Imran ul Haque,
Managing  Director  &",,3/25/2016,650000,128000,Yes,Yes
"One  Carpet  (3x5)
approx",Carpet,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,3/28/2016,10000,0,Yes,Yes
One Carpet,Carpet,"Speaker  National
Assembly",,3/29/2016,38000,0,Auctioned,"Auctioned for
Rs.50,150/-"
"One  Round  Plate
(Copper)",,"Mr.  Sartaj  Aziz,  Advisor
to PM",,3/30/2016,4500,0,Yes,Yes
"One  W/Watch  (Bvlgari)
(No.BB40CL)",Watch,"Mr.  M.  Hanif  Khan,
Photographer, PID",Media,3/31/2016,110000,20000,Yes,Yes
"One  W/Watch
(Concord)
(No.1395346)  with  pen
& Pair of cufflinks",Watch,"Dr.  Adnan  Khan,
Personal  Physician  to
the Prime Minister",,4/4/2016,90000,16000,Yes,Yes
"(a)Box  containing
Indonesian Coffee.
(b)Silver Tray.",Crockery,"Mr.  Mamnoon Hussain
President of Pakistan",PMLN,4/5/2016,12500,500,Yes,Yes
"Box  containing  piece  of
cloth.",Decoration Pieces,"First  Lady  of  Pakistan,
wife  of
Mr.  Mamnoon  Hussain,
President of Pakistan",PMLN,4/5/2016,9000,0,Yes,Yes
"Silver  Jar  (approx.  242
grams silver)",Jewellery/Accessories,"President  of  Pakistan,
Mr. Mamnoon Hussain",PMLN,4/5/2016,42350,6470,Yes,Yes
"(a)Model  of  Horse
(Golden).
(b)One carpet (large).",Carpet,"Mr.  Mamnoon  Hussain
President of Pakistan",PMLN,4/5/2016,50000,8000,Yes,Yes
"(a)One Ladies purse.
(b)One Shawl.
(c)Box  containing
Necklace,  Pair  of
Earrings,  Bracelets  and
Ring.",,"First  Lady  of  Pakistan,
wife  of
Mr.  Mamnoon  Hussain,
President of Pakistan",PMLN,4/5/2016,51325,8265,Yes,Yes
"(a)One Carpet (small).
(b)One  model  of  Horse
(white).",Carpet,"Lt.  Col.  Muhammad
Haroon,  DMS  to
President",Military,4/5/2016,15000,1000,Yes,Yes
One carpet (large),Carpet,"Mr.  Mamnoon  Hussain
President of Pakistan",PMLN,4/5/2016,85000,15000,Yes,Yes
"One Decoration piece
(wooden flower vase)",Decoration Pieces,"Engr  Khurram  Dastgir
Khan  Minister  for
commerce",,4/6/2016,1500,,No,No
One decoration souvenir,Decoration Pieces,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister on
Foreign Affairs",,4/6/2016,20000,2000,Yes,Yes
"One  decoration  Piece
(Hammer with Base)",Decoration Pieces,"Mian  Raza  Rabbani,
Chairman Senate",,4/6/2016,3000,0,Yes,Yes
"One  Mobile  Phone
(Huawei) Mate 8",Phone,"Mr.  Sartaj  Aziz,  Advisor
to  the  Prime  Minister 
on Foreign Affairs",,4/8/2016,45000,7000,Yes,Yes
"One  W/Watch  (Cartier)
(CR-W5330003)",Watch,"Mr.  Aftab  Hasan  Khan,
DCP, Foreign Office",,4/11/2016,425000,83000,Yes,Yes
"One  W/Watch
(Charriol)(ACSL.51.808)
with  Pair  of  Cufflinks  &
one Ball pen",Watch,"Mr.  Umar  Farooq
Ahmed,  Protocol
Officer, Foreign Office",,4/11/2016,75000,13000,Yes,Yes
One Small Tea Set.,Crockery,"Mian  Raza  Rabbani,
Chairman Senate",PPP,4/13/2016,3000,0,Yes,Yes
"One  model  of  Boat
(Brick  Negrier  Ouragan
- 1830).",,"Mr. Muhammad  Nawaz
Sharif,  Prime  Minister
of Pakistan",PMLN,4/20/2016,8000,0,Yes,Yes
One Small Carpet.,Carpet,"Mr.  Sartaj  Aziz,  Advisor
to  the  Prime  Minister 
on Foreign Affairs",,4/25/2016,20000,2000,Yes,Yes
"One  Mobile  Phone
(Samsung  Galaxy  S7
Edge)",Phone,"Mr.  Rizwan  Bashir
Khan,  Secretary
Ministry  of  Information
Technology  and",Bureaucracy,4/27/2016,75000,13000,Yes,Yes
One Shield.,,"Syed  Tariq  Fatemi,
SAPM on Foreign Affairs",,4/29/2016,1500,0,Yes,Yes
"Two  Tea  cups  with
saucer",Crockery,"Syed Tariq Fatemi,
SAPM on Foreign Affairs",,4/29/2016,1000,0,Yes,Yes
One Table Clock,,"Mian  Raza  Rabbani,
Chairman Senate",,5/10/2016,25000,3000,Yes,Yes
"(a)One Book.
(b)One Calligraphic.
(c)Two  box  containing
shower gown.
(d)One  box  containing
Turkish delight sweets.
(e)One  Leather  folder
and  a  framed  stamp  of
OIC summit Ticket.
(f)One hand bag of  OIC
Summit.
(g)One  Turkish  Coffee
Set.
(h)One  Decoration
Piece.
(i)CD’s (I was there).
(j)Book  &  CD  (The
Spirit of Istanbul sep by
step).
(k)Six Books.",Decoration Pieces,"Mr.  Mamnoon  Hussain
President of Pakistan",PMLN,5/10/2016,40000,6000,Yes,Yes
"One  Book.  Titled  “The
Ceragan Palaces”.",,"Mr. Mamnoon Hussain
President of Pakistan",PMLN,5/10/2016,0,0,Yes,Yes
"One  Painted  framed
glass.",Decoration Pieces,"Mr. Mamnoon Hussain
President of Pakistan",PMLN,5/10/2016,5000,0,Yes,Yes
Handicrafts of Japan,,"Syed Tariq Fatemi
SAPM on Foreign Affairs",,5/13/2016,1000,0,No,No
"One  Saint  Honore,
Studs & Ballpoint",,"Mr.  M.  Ilyas  Khan,
Reporter APP",,5/19/2016,50000,8000,Yes,Yes
"One  W/Watch  (Harry
Winston).",Watch,"Syed  Tariq  Fatemi,
SAPM on foreign Affairs",,5/25/2016,3006776,0,Auctioned,"Auctioned for
Rs.2,005,000/-"
"(a)One  Pen  (Harry
Winston).
(b)Pair of Stud.
(c)One Ring.
(d)One Tasbih.","Pen, Jewelry","Syed  Tariq  Fatemi,
SAPM on foreign Affairs",,5/25/2016,215000,41000,Yes,Yes
"One  Ball  Pen
(Montblanc) (Black)",Pen,"Dr.  Miftah  Ismail,
Minister  of  States
Chairman BoI",,6/10/2016,10000,0,Yes,Yes
"One  W/Watch
(Concord)  with  Pen  &
Pair of Stud.",Watch,"Mr.  Nasser  ul  Haque
Wyne  Air  Commodore,
PAF.",Military,6/28/2016,90000,16000,Yes,Yes
"One  W/Watch
(Davidoff)",Watch,"Mr.  Abdullah  Farooq
Wing Commodore, PAF",Military,6/28/2016,40000,6000,Yes,Yes
One W/Watch (Ebel),Watch,"Mr.  Sohail  Aman  Air
Chief Marshal, PAF",Military,6/30/2016,230000,44000,Yes,Yes
"One  W/Watch  (Bvlgari)
(L32930)",Watch,"Mr.  Abdul  Shakoor,  ASI
(Gunman), PM Office",,7/25/2016,110000,20000,Yes,Yes
"(a)Water/tea  bottle
(04).
(b)One wooden frame.
(c)Dastarkhwan  (one
piece)",Crockery,"Mian  Raza  Rabbani,
Chairman Senate",PPP,7/29/2016,7000,0,Yes,Yes
One Crystal Souvenir,,"Mr.  Sartaj  Aziz,  Advisor
to the Prime Minister on
Foreign Affairs",,8/5/2016,9500,0,Yes,Yes
"One  Mobile  Phone
(Samsung  Galaxy  S6)
(Color Sapphire).",Phone,"Admiral  Muhammad
Zakaullah,  Chief  of
Naval Staff",,8/23/2016,44000,6800,Yes,Yes
"One  Sony  Camera
(Alpha 5000).",,"Admiral  Muhammad
Zakaullah,  Chief  of
Naval Staff",,8/23/2016,40000,6000,Yes,Yes
"One  W/Watch
(Tissot)(T41.1.483.33)",Watch,"Admiral  Muhammad
Zakaullah,  Chief  of
Naval Staff",,8/23/2016,54000,0,No,No
"One  Small  Cloth
Painting",,"Syed  Tariq  Fatemi,
SAPM on Foreign Affairs",,9/2/2016,4000,0,Yes,Yes
One Painting,,"Syed  Tariq  Fatemi,
SAPM on Foreign Affairs",,9/2/2016,9500,0,Yes,Yes
"(a)  One  W/Watch
(Lancaster  Ceramik-
Italy)  with  pair  of  Stud,
ball pen.
(b)One  iPhone  6  Space
Gray 64 GB",Watch,"Admiral  M.  Zakaullah,
Chief of Naval Staff",Military,9/6/2016,80000,14000,Yes,Yes
"One  W/Watch
(Dynasty)  6318G  gents
with  Pair  of  Stud,  ball
pen & key chain.",Watch,"Admiral  M.  Zakaullah,
Chief of Naval Staff",Military,9/6/2016,15000,1000,Yes,Yes
"One  w/watch  (Dynasty)
ladies,  with  ball  pen  &
key chain",Watch,"Wife  of  Admiral  M.
Zakaullah,  Chief  of
Naval Staff",Military,9/6/2016,15000,1000,Yes,Yes
One Souvenir (Painting),,Governor Punjab,,9/26/2016,35000,0,No,No
"(a)Iphone  6  plus  128
GB.
(b)One  W/Watch
(Fendi)/ROMA",Watch,"Admiral  M.  Zakaullah,
Chief of Naval Staff",Military,10/5/2016,105000,19000,Yes,Yes
