,Gift_detail,Item_category,Recipient_name,Affiliation,Date,Assessed_value,Retention_cost,Retained,Remarks
3512,One Wooden Book Cradle,Decoration Pieces,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-02-14,25000.0,0.0,Yes,Yes
3513,One W/Watch  (Luminox) (Carbon Case Series 8830),Watch,"Lt.  Col.  Ibrar Hussain,  DMS  to President",Military,2018-02-14,40000.0,2000.0,Yes,Yes
3514,One  W/Watch  (MTM  Special Ops) Combat Tactical (USA),Watch,"Sqn. Ldr. Saad Bin Raza,  ADC  to President",Military,2018-02-14,120000.0,18000.0,Yes,Yes
3515,One W/Watch (Swiss Military) (No.34044),Watch,"Lt.  Cdr.  Fahad Usman  Khattak, ADC,  President Secretariat",Military,2018-02-14,35000.0,1000.0,Yes,Yes
3516,One  W/Watch  (MTM Special Ops) Combat Tactical (USA),Watch,"Maj.  Imran  Ali, Security  Officer, President Secretariat",Military,2018-02-14,120000.0,18000.0,Yes,Yes
3519,One W/Watch (Swiss Military) (By Chrono) (No.34044),Watch,"SP  Akhtar  Farooq, Security  Officer, Prime  Minister Secretariat ",Police,2018-02-14,35000.0,1000.0,Yes,Yes
3520,One W/Watch (Swiss Military) (By Chrono) (34044),Watch,"Mr.  Abdul  Sattar, Gunman,  Prime Minister Secretariat ",Police,2018-02-14,35000.0,1000.0,Yes,Yes
3521,One W/Watch (Swiss Military) (By Chrono) (34044),Watch,"Mr.  Saghir, Gunman,  Prime Minister Secretariat ",Police,2018-02-14,35000.0,1000.0,Yes,Yes
3523,One  W/Watch  (Officine Panerai) Luminor Marina (S.No.OP6846BB1546437),Watch,"Sahebzada  Ahmed Khan, AS / Chief of Protocol, MoFA",Police,2018-02-26,900000.0,174000.0,Yes,Yes
3528,One Rolex W/Watch Gents,Watch,"Mr.  Ahsan  Iqbal, Minister  for Interior",PMLN,2018-03-06,1550000.0,304000.0,Yes,Yes
3529,One Rolex W/Watch Ladies,Watch,"Wife  of  Ahsan Iqbal,  Interior Minister",PMLN,2018-03-06,775000.0,149000.0,Yes,Yes
3536,a) One Carpet b) One Table Set,Carpet,"Khawaja  M.  Asif, Foreign Minister",PMLN,2018-03-30,625000.0,119000.0,Yes,Yes
3538,One  Decoration  Piece  (Silver Made),Decoration Pieces,"Mr. Shahid Khaqan Abbasi,  Prime Minister  of Pakistan",PMLN,2018-04-02,80000.0,10000.0,Yes,Yes
3539,One Silver kettle,Crockery,"President  of Pakistan, Mr.Mamnoon Hussain",PMLN,2018-04-03,100000.0,14000.0,Yes,Yes
3542,One Carpet (Large),Carpet,"Prime  Minister  of Pakistan,  Mr. Shahid  Khaqan Abbasi",PMLN,2018-04-11,250000.0,44000.0,Yes,Yes
3544,One Decoration Piece (Stone),Decoration Pieces,"Prime  Minister  of Pakistan,  Mr. Shahid  Khaqan Abbasi",PMLN,2018-04-11,30000.0,0.0,Yes,Yes
3550,a) One  Wall  Hanging (Chinese Embroidery) b) Four  Tea  Cups  with Saucers c) Picture frame,Crockery,"Ms.  Tehmina Janjua,  Foreign Secretary",PMLN,2018-04-12,48500.0,3700.0,Yes,Yes
3553,"One  Mobile  Phone,  Huawei Mate 10 Pro",Phone,Mr.  Abdullah Khaqan Abbasi,PMLN,2018-04-12,85000.0,11000.0,Yes,Yes
3554,"One  Mobile  Phone,  Huawei Mate 10 Pro",Phone,Mr.  Nadir  Khaqan Abbasi,PMLN,2018-04-12,85000.0,11000.0,Yes,Yes
3555,"One  Mobile  Phone,  Huawei Mate 10 Pro",Phone,Mr.  Haider  Khaqan Abbasi,PMLN,2018-04-12,85000.0,11000.0,Yes,Yes
3558,One Afghani Rug,Carpet,"Ms.  Tehmina Janjua,  Foreign Secretary",Bureaucracy,2018-04-12,60000.0,6000.0,Yes,Yes
3560,a) One W/Watch  (Rolex) (G018149) b) Pair of Cufflinks c) One pen d) One Ring e) One Tasbih,Watch,"Mr. Shahid Khaqan Abbasi,  Prime Minister  of Pakistan",PMLN,2018-04-17,26425000.0,5279000.0,Yes,Yes
3561,One  W/Watch  (Franck  Muller (8880 QP 24),Watch,"Mr.  Abdullah Khaqan  Abbasi, son  of  Prime Minister",PMLN,2018-04-17,5500000.0,1094000.0,Yes,Yes
3562,One  W/Watch  (Hublot) (1292055),Watch,"Mr.  Nadir  Khaqan Abbasi,  son  of Prime Minister",PMLN,2018-04-17,17000000.0,3394000.0,Yes,Yes
3563,One  W/Watch  (Franck  Muller Geneve) (V 45 CC DT),Watch,"Mr.  Fawad  Hasan Fawad,  Secretary to  the  Prime Minister",PMLN,2018-04-17,1900000.0,374000.0,Yes,Yes
3564,One  W/Watch (Hublot) (401.NJ.0123.VR),Watch,"Brig.  Waseem Iftikhar  Cheema, MS  to  the  Prime Minister",Military,2018-04-17,2000000.0,394000.0,Yes,Yes
3566,One  W/Watch  (Rolex) (83245513),Watch,"SP  Rana  Shoaib Mehmood,  Chief Security  Officer  to Prime Minister",Police,2018-04-17,1300000.0,254000.0,Yes,Yes
3567,One Carpet,Carpet,"Khawaja  Asif, Foreign Minister",PMLN,2018-04-25,130000.0,20000.0,Yes,Yes
3568,One W/Watch (Hublot),Watch,"Khan  Hasham  bin Saddique, Ambassador  of Pakistan  to  Saudi Arabia",Bureaucracy,2018-04-26,2000000.0,394000.0,Yes,Yes
3572,One Silver Tray (Large),Crockery,"Lt.  Gen.  (R)  Abdul Qadir  Baloch, Minister in waiting",Military,2018-05-15,75000.0,0.0,No,No
3573,One silver tray (Medium),Crockery,"Mr.  Imtiaz  Ahmed, AS (AP), MoFA",Bureaucracy,2018-05-16,40000.0,2000.0,Yes,Yes
3574,One flower vase,Decoration Pieces,"Mr. Shahid Khaqan Abbasi,  Prime Minister  of Pakistan",PMLN,2018-05-22,25000.0,0.0,Yes,Yes
3578,a) One Tie b) Pair of Cufflinks c) One Mug d) One Decoration Piece,Decoration Pieces,Secretary  M/o Information  & Broadcasting,Bureaucracy,2018-07-02,850.0,0.0,No,No
3579,a) One Sweater b) One Shawl c) Two Neckerchief,Clothes,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-07-02,15000.0,0.0,Yes,Yes
3580,One Silk Carpet,Carpet,President  of Pakistan  Mr. Mamnoon Hussain,PMLN,2018-07-02,450000.0,84000.0,Yes,Yes
3581,One Carpet,Carpet,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-07-02,40000.0,2000.0,Yes,Yes
3582,One Scenery,Decoration Pieces,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-07-02,15000.0,0.0,Yes,Yes
3583,One Scenery,Decoration Pieces,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-07-02,20000.0,0.0,Yes,Yes
3584,a) One Ceramic Plate b) Two Books,Crockery,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-07-02,12000.0,0.0,Yes,Yes
3587,One Souvenir Golden,Decoration Pieces,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-07-31,30000.0,0.0,Yes,Yes
3589,One Table Mat,Decoration Pieces,"Prime  Minister  of Pakistan,  Mr. Imran Khan",PTI,2018-09-03,30000.0,0.0,Yes,Yes
3590,One Silk Carpet,Carpet,"Prime  Minister  of Pakistan,  Mr. Imran Khan",PTI,2018-09-03,300000.0,0.0,Gift displayed at PM House,Gift displayed at PM House
3591,a) One  Dec.  Piece  (Glass Works) b) One Locket,Decoration Pieces,"Prime  Minister  of Pakistan,  Mr. Imran Khan",PTI,2018-09-06,28000.0,0.0,Yes,Yes
3592,Model of Makkah Clock Tower,Decoration Pieces,"Prime  Minister  of Pakistan,  Mr. Imran Khan",PTI,2018-09-10,25000.0,0.0,Yes,Yes
3594,One  W/Watch  (Aigner  Bari Chrono No.37500),Watch,"Mr.  Amir  Ilyas Rana,  Bureau Chief  Express News",Media,2018-09-10,85000.0,11000.0,Yes,Yes
3596,One Decoration Piece (glass),Decoration Pieces,"Prime  Minister  of Pakistan,  Mr. Imran Khan",PTI,2018-09-12,9000.0,0.0,Yes,Yes
3597,One Wall Hanging piece,Decoration Pieces,"Prime  Minister  of Pakistan,  Mr. Imran Khan",PTI,2018-09-12,8000.0,0.0,Yes,Yes
3598,"One  W/Watch (Rolex)  Oyster SWIMPRUF  3024C4J5,  Rolex SA",Watch,"Mr.  Manzoor  ul Haq,  Member,  KPK Public  Service Commission Peshawar,  former Ambassador  to KSA",Bureaucracy,2018-09-14,1500000.0,294000.0,Yes,Yes
3599,One Decoration piece (Flower Vase),Decoration Pieces,Prime Minister  of Pakistan Mr. Imran Khan,PTI,2018-09-18,25000.0,0.0,Yes,Yes
3600,a) (One  W/Watch  (Graff No.AU750)  18k  gold  + Dimond b) (Pair of Cufflinks. c) One Pen. d) One Ring.,Watch,"Prime  Minister  of Pakistan,  Imran Khan",PTI,2018-09-24,100920000.0,20178000.0,Yes,Yes
3602,a) One W/Watch (Chopard) b) Pair of Cufflinks (Chopard) c) One Ball Pen (Chopard) d) One Ring e) One Tasbih,Watch,"Brig.  Waseem Iftikhar  Cheema, MS  to  Prime Minister",Military,2018-09-24,2845000.0,563000.0,Yes,Yes
3604,One  W/Watch (Rolex) (No.3R522723),Watch,"SP  Rana  Shoaib Mehmood,  CSO  to Prime Minister",Police,2018-09-24,2900000.0,574000.0,Yes,Yes
3605,One  W/Watch  (Hublot) Classic  Fusion No.1112326510. OX.1180.OX (Automatic),Watch,"Mr.  Khan  Hasham bin  Saddique, Ambassador  of Pakistan  to  Saudi Arabia",Bureaucracy,2018-09-24,3550000.0,704000.0,Yes,Yes
3606,a) Two box of Dates b) One W/Watch c) One Ball Pen d) One Ring e) One Tasbih f) Pair of Cufflinks,Watch,"Chaudhry  Fawad Hussain,  Minister for Information",PTI,2018-09-25,3461000.0,686200.0,Yes,Yes
3607,One  W/Watch  (Rolex  Yacht Master – 49N96500),Watch,"Mr.  Murad  Ashraf Janjua,  Chief  of State Protocol",PTI,2018-09-25,2900000.0,574000.0,Yes,Yes
3610,One W/Watch (Bvlgari),Watch,"Ms.  Tehmina Janjua,  Foreign Secretary",Bureaucracy,2018-09-27,1000000.0,0.0,No,No
3615,"One  W/Watch  (Rolex) (M228206-0036, 43A2G470)",Watch,"Prime  Minister  of Pakistan,  Imran Khan",PTI,2018-10-01,3800000.0,754000.0,Yes,Yes
3618,"One W/Watch  (Rolex) No.M126334-0020, YD488258",Watch,"Lt.  Col.  Moeen Iqbal  Khan,  DMS to Prime Minister",Military,2018-10-04,1400000.0,274000.0,Yes,Yes
3622,"One  W/Watch  (Rolex) (M126331-0014, 2G367435)",Watch,"Prime  Minister  of Pakistan,  Mr. Imran Khan",PTI,2018-10-22,1500000.0,294000.0,Yes,Yes
3624,a) One Painting b) One Blue Tea Set,Crockery,"Makhdoom  Shah Mehmood  Qureshi, Foreign Minister",PTI,2018-11-02,23000.0,0.0,Yes,Yes
3625,One Carpet,Carpet,"Prime  Minister  of Pakistan,  Imran Khan",PTI,2018-11-08,500000.0,0.0,No,No
3626,One Flower Vase,Decoration Pieces,"Prime Minister  of Pakistan,  Imran Khan",PTI,2018-11-08,15000.0,0.0,Yes,Yes
3628,One Tea Set (14 pcs),Crockery,"Prime  Minister  of Pakistan,  Imran khan",PTI,2018-11-08,3500.0,0.0,Yes,Yes
3629,a) One Tea Set b) One Book,Crockery,"Dr.  Arif  Alvi, President  of Pakistan",PTI,2018-11-09,4000.0,0.0,Yes,Yes
3637,One Pendant,Jewellery/Accessories,Presented  to  First Lady  wife  of  Dr. Arif Alvi,PTI,2018-11-09,35000.0,1000.0,Yes,Yes
3639,"a) One  W/Watch  (Rolex) No.M116710LN-0001) Gent’s b) One  W/Watch  (Rolex) No.SYS/C9M074865865A5 P5) Ladies c) One I-Phone d) Two Gents Suits e) One  Perfume,  DOLCE&GABBA f) One  Perfume  Bvlgari  LE Gemme (Ashlemah) g) One  Perfume  Bvlgari  LE Gemme (Onekh) h) One Perfume Ruby (Bound No.9) i) One  Violet  Samsonite (Gents) j) One Violet Aigner (Ladies) k) One Ball Pen (Mont Blanc)",Watch,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2018-11-13,1723000.0,338600.0,Yes,Yes
3674,a) One Decoration piece. b) 8 Books.,Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-01-09,15000.0,0.0,Yes,Yes
3676,a) One Frame. b) One Decoration Piece. c) 8 Books.,Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-01-09,33000.0,0.0,Sr. a) & b) Deposited in Toshakhana Sr. c) Retained,Sr. a) & b) Deposited in Toshakhana Sr. c) Retained
3677,One Decoration Piece.,Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-01-09,25000.0,0.0,Yes,Yes
3678,One Decoration Piece.,Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-01-09,30000.0,0.0,Yes,Yes
3680,One Silk Carpet,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-01-09,140000.0,0.0,No,No
3685,One Flower Vase,Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-01-15,30000.0,0.0,Yes,Yes
3691,One W/Watch Girard Perregaux,Watch,"Ms.  Tehmina Janjua, Foreign Secretary",Bureaucracy,2019-01-24,1350000.0,0.0,No,No
3692,One  Chariot  W/Watch with  Pair  of  cufflinks  & ball pen,Watch,Brig  Waseem Cheema  MS  to  the Prime Minister,Military,2019-01-24,110000.0,40000.0,Yes,Yes
3694,One  Chariot  W/Watch with  Pair  of  cufflinks  & ball pen,Watch,"SP  Rana  Shoaib, CSO  to  the  Prime Minister",Police,2019-01-24,110000.0,40000.0,Yes,Yes
3695,One  Chariot  W/Watch with  Pair  of  cufflinks  & ball pen,Watch,"Sqn  Ldr  Khurram Javed,  ADC  to  the Prime Minister",Military,2019-01-24,110000.0,0.0,No,No
3697,One W/Watch Concord,Watch,"SP  Mahzoor  Ali, Addl. Security officer to the Prime Minister",Police,2019-01-24,100000.0,35000.0,Yes,Yes
3699,One W/Watch Concord,Watch,"Constable  Asif Hussain  Shah, Gunman",Police,2019-01-24,100000.0,35000.0,Yes,Yes
3700,One W/Watch Concord,Watch,"Constable  M.  Aamir Khan,  Police Gunman",Police,2019-01-24,100000.0,35000.0,Yes,Yes
3701,One W/Watch Concord,Watch,Constable  Niamat Shah Police Gunman,Police,2019-01-24,100000.0,35000.0,Yes,Yes
3702,One W/Watch Concord,Watch,Constable  M  Yasir Police Gunman,Police,2019-01-24,100000.0,35000.0,Yes,Yes
3703,One W/Watch Concord,Watch,Mr.  M  Ikram  Abbasi Camera man PTV,Media,2019-01-24,100000.0,35000.0,Yes,Yes
3704,One W/Watch Concord,Watch,"Mr.  Arshad  Ali, Photographer",Media,2019-01-24,100000.0,35000.0,Yes,Yes
3706,One  W/Watch  (CR- WSNMOO4) Gents,Watch,Makhdoom  shah Mahmood  Hussain Qureshi,PTI,2019-01-29,600000.0,285000.0,Yes,Yes
3707,One  W/Watch  Rolex  Sky Dweller  Black  Dial  Oyster ML-3A  WITH  QRCOD- OH5M2724  M326933- 0002,Watch,"Mr.  Murad  Ashraf Janjua,  Chief  of Protocol  M/o  Foreign Affairs",PTI,2019-01-29,2000000.0,985000.0,Yes,Yes
3716,One  W/Watch  Cartier  CR 3930WSNM004,Watch,"Syed Zulfiqar Bukhari, SAPM",PTI,2019-01-31,600000.0,285000.0,Yes,Yes
3730,One set of Sugar and tea pot (silver color),Crockery,Foreign  Minister Shah  Mahmood Qureshi,PTI,2019-02-20,200000.0,0.0,Displayed at PM House,Displayed at PM House
3732,One Wrist Watch Cartier,Watch,"Syed  Ahsan  Raza Shah,  Ambassador of Pakistan to Qatar",Bureaucracy,2019-02-19,200000.0,85000.0,Yes,Yes
3733,One  Carpet  (10’x13’) approx (Turkmenistan),Carpet,"Mr.  Imran  Khan,",PTI,2019-03-14,20000.0,0.0,Yes,Yes
3736,Tea set (seven pieces),Crockery,Foreign Secretary,Bureaucracy,2019-03-12,3000.0,0.0,Yes,Yes
3737,One sword,Weapons,Prime  Minister  Mr. Imran Khan,PTI,2019-03-20,45000.0,0.0,No,No
3738,One  wrist  watch  Rolex (12488OE5-model- 126333),Watch,"Brig  Waseem Iftikhar  Cheema, Military  secretary  to the Prime Minister",Military,2019-03-20,1300000.0,635000.0,Yes,Yes
3742,One  packet  of  Korean Red  Ginseng  Extract powder tea,Food,"Brig  Nauman Anwar, Director  Marketing  & Procurement",Military,2019-03-22,2500.0,0.0,Yes,Yes
3745,One  frame  (Perdana Putra building),Decoration Pieces,Prime  Minister  Mr. Imran Khan,PTI,2019-03-26,0.0,0.0,Yes,Yes
3747,"One  wooden  box (containing  table  watch, card  holder  and  paper weight",Watch,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-04-10,3500.0,0.0,Yes,Yes
3749,a) One  carpet  pure  silk 5’x3’ approx. b) One shield,Carpet,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-04-05,30000.0,0.0,Yes,Yes
3752,One Silk Carpet,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-04-24,85000.0,0.0,Displayed at PM House,Displayed at PM House
3753,One Carpet,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-04-24,30000.0,0.0,Yes,Yes
3755,One flower vase,Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of",PTI,2019-04-30,30000.0,0.0,Yes,Yes
3758,One Carpet,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-04-30,30000.0,0.0,Yes,Yes
3760,a) One  decoration  piece (Peace Emblem) b) One decoration Plate c) One painting (framed),Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-04-30,60000.0,0.0,a) Retained b) Deposited in Toshakhana c) Deposited in Toshakhana,a) Retained b) Deposited in Toshakhana c) Deposited in Toshakhana
3770,Krygyz  Tea  set  (four pieces),Crockery,"Foreign  Minister  of Pakistan,  Shah Mehmood Qureshi",PTI,2019-05-23,27000.0,0.0,Yes,Yes
3773,One  box  containing  tea set (08 pcs),Crockery,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-05-29,35000.0,0.0,No,No
3776,Flask  (Surahi)  tea  set  (8 pcs),Crockery,"Foreign  Minister  of Pakistan,  Shah Mehmood Qureshi",PTI,2019-06-12,35000.0,2500.0,No,No
3777,One  decoration  piece (Turquoise),Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-06-17,75000.0,0.0,No,No
3779,One  carpet  (10’x13’) approx,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-06-18,50000.0,0.0,No,No
3781,a) One Huawei Mate 20 b) One Chinese Tea,Crockery,"Brig  Nauman Anwar, Director  Marketing  & Procurement",Military,2019-06-24,82200.0,0.0,Yes,Yes
3784,a) One Decoration Piece,Decoration Pieces,"Mr.  Imran  Khan,",PTI,2019-06-25,23000.0,0.0,Yes,Yes
3786,One  Wrist  Watch  Rolex M11610LV-0002  (G- 04978U9),Watch,"Brig.  Waseem Iftikhar  Cheema,  MS to the Prime Minister",Military,2019-06-25,1600000.0,785000.0,Yes,Yes
3787,One  Ladies  Wrist  Watch Rolex  (M279173-0019) (1A1011K0),Watch,Wife  of  Brig. Waseem  Iftikhar Cheema,Military,2019-06-25,1044292.0,507146.0,Yes,Yes
3788,a) One Wrist watch (IWC Schaffhausen) b) One  Rolex  W/watch (Female),Watch,"Syed  Zulfiqar  Abbas Bukhari,  SAPM  on Overseas Pakistanis",PTI,2019-06-26,2044292.0,0.0,No,No
3789,One  Rolex  wrist  watch oyster M126300-0007,Watch,"Foreign  Secretary, Mr. Sohail Mahmood",PTI,2019-07-03,956000.0,0.0,No,No
3791,One carpet (39’’x60’’),Carpet,"Shah  Mehmood Hussain  Qureshi, Foreign  Minister  of Pakistan",PTI,2019-07-04,18000.0,0.0,Yes,Yes
3792,One  gents  wrist  watch Rolex-Oyster  MII6500LN- 0002 (4437651),Watch,"Shah  Mehmood Hussain  Qureshi, Foreign  Minister  of Pakistan",PTI,2019-07-04,2500000.0,0.0,No,No
3793,One  Lady’s  wrist  watch Patek Philipe-Geneve Art 4910/A=001 M/B:702456016159720,Watch,"Shah  Mehmood Hussain  Qureshi, Foreign  Minister  of Pakistan",PTI,2019-07-04,1200000.0,585000.0,Yes,Yes
3794,Afghani  wall  hanging carpet,Carpet,"M.  Aejaz,  Additional Secretary (Afghanistan, Iran,Turkey)",PTI,2019-07-04,18000.0,0.0,Yes,Yes
3795,One carpet,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-07-07,0.0,0.0,No,No
3796,One Carpet,Carpet,"Sardar  Usman Ahmed  Khan Buzdar,  Chief Minister of Punjab",PTI,2019-07-10,45000.0,7500.0,Yes,Yes
3798,One  box  containing  Tea pots,Crockery,"Mr.  Murad  Saeed, Federal  Minister  for Communication  & Postal Services ",PTI,2019-08-01,4500.0,0.0,No,No
3800,One Rolex W/Watch,Watch,"Dr.  Abdul  Hafeez Sheikh,  Adviser  to the PM on Finance & Revenue",PTI,2019-08-08,1400000.0,685000.0,Yes,Yes
3802,One  Afghan Carpet  Small Size approx. 3’x4’,Carpet,"Mr.  Murad  Ashraf Janjua,  Chief  of State Protocol",Military,2019-08-09,19000.0,0.0,Yes,Yes
3804,One rug/carpet,Carpet,"Mr.  Omer  Ayub Khan,  Minister  for Energy",PTI,2019-08-28,2500.0,0.0,Yes,Yes
3807,One Silk carpet,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-09-11,130000.0,0.0,No,No
3809,One W/watch (Raymond Weil),Watch,Rear  Admiral  Faisal Lodhi  HI(M)  of Pakistan Navy,Military,2019-09-11,35000.0,0.0,No,No
3815,a) One  decoration piece (Horse) b) One  decoration piece  (plate  with stand),Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-10-10,18000.0,0.0,Yes,Yes
3816,One  piece  of  carpet  duly framed  (Hazrat  Imam Raza’s mausoleum),Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-10-14,0.0,0.0,Yes,Yes
3817,One box containing one  W/Watch  serial No.0687a7072,Watch,"Mr. Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-10-17,1900000.0,935000.0,Yes,Yes
3819,One  decoration  piece (Turquoise),Decoration Pieces,"Mr.  Imran Khan, Prime  Minister  of Pakistan",PTI,2019-10-17,0.0,0.0,Yes,Yes
3823,One Carpet,Carpet,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-10-28,65000.0,17500.0,Yes,Yes
3824,One Pen (Waterman),Pen,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-10-28,3000.0,0.0,Yes,Yes
3828,Two  small  boxes containing  decoration pieces,Decoration Pieces,"Dr.  Arif  Alvi, President of Pakistan &  First  Lady  of Pakistan",PTI,2019-10-30,1000.0,0.0,Yes,Yes
3829,One  Carpet  approx. (6’x4’),Carpet,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-11-04,55000.0,12500.0,Yes,Yes
3831,a) One Hand painted Tea Set b) One Brass Bell,Crockery,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-11-04,30000.0,0.0,Yes,Yes
3832,One box containing Cigar (ten pieces),Cigar/Cigarettes,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-11-04,60000.0,15000.0,Yes,Yes
3835,a) One  Decorative Walking Stick b) One Vase,Decoration Pieces,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-11-22,30000.0,0.0,Yes,Yes
3837,One  box  containing  Pair of Pen (Caran D’Ache),Pen,"Dr.  Arif  Alvi, President of Pakistan",PTI,2019-11-22,0.0,0.0,Yes,Yes
3842,Headphone,Phone,Minister  for  Energy (Power  Division) Mr. Omer Ayub Khan,PTI,2019-12-11,2200.0,0.0,Yes,Yes
3843,One  Rolex  W/watch (Oyster S) SAP39137 (M116500LN-0002) Serial No.463ZT432,Watch,"Mr.  Sohail Mehmood,  Foreign Secretary",PTI,2019-12-20,0.0,0.0,No,No
3844,One  Cartier  W/watch model w7100056,Watch,"SAPM  on  Overseas Pakistanis  &  HRD, Syed  Zulfiqar Bukhari",PTI,2019-12-23,0.0,260000.0,Yes,Yes
3847,a) One  copy  of  the Quran b) One  decoration  piece (Markhor model)           c) One Shield,Decoration Pieces,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-12-24,0.0,0.0,Yes,Yes
3848,One  W/watch  Frederique constant  Geneve (No.FC.380NT4H4),Watch,"Brig  Waseem Iftikhar  Cheema,  MS to the Prime Minister ",Military,2019-12-24,0.0,180000.0,Yes,Yes
3850,One  W/watch  Frederique Constant  Geneve (No.FC723GR3S6),Watch,"Wg  Cdr  Khurram Javaid, ADC  to  the  Prime Minister",Military,2019-12-24,250000.0,0.0,No,No
3851,One  W/watch  Concord (No.0320260),Watch,"SP  Mahzoor  Ali Ghauri,  Chief Security  Officer  to the Prime Minister",Police,2019-12-24,75000.0,0.0,Yes,Yes
3853,One W/watch “Longines” (No.48164751)  Model L.2.628-4,Watch,"ASP  Muhammad Sami  Malik,  Security Officer  to  the  Prime Minister",Police,2019-12-24,0.0,0.0,Yes,Yes
3855,One  W/watch  “Longines” (No.48164737),Watch,"ASI  Hamad  Raza, Gunman",Police,2019-12-24,0.0,65000.0,Yes,Yes
3856,One W/watch “Paul  Picot”  (No.  REF 9353),Watch,"Sepoy  Atiq  ur Rehman,  SSG Gunman",Police,2019-12-24,0.0,0.0,No,No
3857,One W/watch “Paul  Picot”  (No.REF 9353),Watch,"Constable,  Malik Qasim  Mehmood, Gunman",Police,2019-12-24,0.0,0.0,No,No
3858,One W/watch “Paul  Picot”  (No.  REF 9353),Watch,"Mr. Muhammad Ikram  Abbasi, Cameraman PTV",Media,2019-12-24,0.0,45000.0,Yes,Yes
3860,"One  w/watch  Longines model  no    L2518  4, Serial No. 40427150",Watch,Deputy  Chief  of Protocol  (V-II) Ammar Amin,Military,2019-12-27,175000.0,0.0,No,No
3862,One wool carpet,Carpet,"Mr.  Imran  Khan, Prime  Minister  of Pakistan",PTI,2019-12-30,0.0,0.0,Yes,Yes
3865,Tea Set 11 Pieces (Made in China),Crockery,Dr. Moeed  Yousaf SAPM  on  National security,PTI,2020-01-10,8000.0,0.0,No,No
3867,One Carpet Small,Carpet,"Dr.  Arif  Alvi, President of Pakistan",PTI,2020-01-15,24000.0,0.0,Yes,Yes
